,online_order,book_table,rate(?/5),votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
254,Yes,No,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
255,Yes,No,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550,Delivery,Banashankari
256,Yes,No,4.1,787,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,Delivery,Banashankari
257,Yes,No,3.6,16,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
258,Yes,No,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
259,Yes,No,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150,Delivery,Banashankari
260,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Delivery,Banashankari
261,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400,Delivery,Banashankari
262,Yes,No,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500,Delivery,Banashankari
263,Yes,No,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Delivery,Banashankari
264,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery,Banashankari
265,Yes,No,3.4,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400,Delivery,Banashankari
266,Yes,No,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Banashankari
267,Yes,No,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800,Delivery,Banashankari
268,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300,Delivery,Banashankari
269,Yes,No,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200,Delivery,Banashankari
270,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600,Delivery,Banashankari
271,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Delivery,Banashankari
272,Yes,Yes,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Delivery,Banashankari
273,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery,Banashankari
274,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Banashankari
275,Yes,No,3.7,35,Jayanagar,Quick Bites,Fast Food,200,Delivery,Banashankari
276,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,Delivery,Banashankari
277,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250,Delivery,Banashankari
278,Yes,No,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Delivery,Banashankari
279,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Delivery,Banashankari
280,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,200,Delivery,Banashankari
281,Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari
282,Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150,Delivery,Banashankari
283,Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Delivery,Banashankari
284,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,Delivery,Banashankari
285,Yes,No,3.5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery,Banashankari
286,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650,Delivery,Banashankari
287,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Delivery,Banashankari
288,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100,Delivery,Banashankari
289,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery,Banashankari
290,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Delivery,Banashankari
291,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,Delivery,Banashankari
292,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Delivery,Banashankari
293,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,Delivery,Banashankari
294,Yes,No,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,Delivery,Banashankari
295,Yes,No,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery,Banashankari
296,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Banashankari
297,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Delivery,Banashankari
298,Yes,No,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Banashankari
299,Yes,No,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,Delivery,Banashankari
300,Yes,No,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,Delivery,Banashankari
301,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,Delivery,Banashankari
302,Yes,No,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600,Delivery,Banashankari
303,Yes,No,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100,Delivery,Banashankari
304,Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Delivery,Banashankari
305,Yes,No,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
306,Yes,No,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,Delivery,Banashankari
307,Yes,No,3.6,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,Delivery,Banashankari
308,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Banashankari
309,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,Delivery,Banashankari
310,Yes,No,3.7,21,Mysore Road,Quick Bites,South Indian,300,Delivery,Banashankari
311,Yes,No,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400,Delivery,Banashankari
312,Yes,No,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,Delivery,Banashankari
313,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,Delivery,Banashankari
314,Yes,No,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery,Banashankari
315,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery,Banashankari
316,Yes,Yes,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,Delivery,Banashankari
317,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery,Banashankari
318,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200,Delivery,Banashankari
319,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,Banashankari
320,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300,Delivery,Banashankari
321,Yes,No,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
322,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Banashankari
323,Yes,No,3.6,22,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Banashankari
324,Yes,No,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery,Banashankari
325,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,Delivery,Banashankari
326,Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100,Delivery,Banashankari
327,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
328,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500,Delivery,Banashankari
329,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150,Delivery,Banashankari
330,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Delivery,Banashankari
331,Yes,No,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
332,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery,Banashankari
333,Yes,No,3.6,15,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
334,Yes,No,3.5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
335,Yes,No,3.8,25,Banashankari,Quick Bites,South Indian,300,Delivery,Banashankari
336,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
337,Yes,No,3.7,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300,Delivery,Banashankari
338,Yes,No,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,Delivery,Banashankari
339,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery,Banashankari
340,Yes,No,3.3,4,Basavanagudi,Quick Bites,Rolls,100,Delivery,Banashankari
341,Yes,No,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery,Banashankari
342,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
343,Yes,No,3.3,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
344,Yes,No,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery,Banashankari
345,Yes,No,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery,Banashankari
346,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,Banashankari
347,Yes,No,2.9,23,Jayanagar,Sweet Shop,Mithai,250,Delivery,Banashankari
348,Yes,No,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery,Banashankari
349,Yes,No,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,Delivery,Banashankari
350,Yes,No,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400,Delivery,Banashankari
351,Yes,No,3.9,221,Jayanagar,Casual Dining,Chinese,700,Delivery,Banashankari
352,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery,Banashankari
353,Yes,No,3.7,93,Basavanagudi,Quick Bites,Street Food,200,Delivery,Banashankari
354,Yes,No,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Delivery,Banashankari
355,Yes,No,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Banashankari
356,Yes,No,4.0,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery,Banashankari
357,Yes,No,3.6,218,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery,Banashankari
358,Yes,No,3.7,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,Delivery,Banashankari
359,Yes,Yes,4.0,866,Jayanagar,Casual Dining,"North Indian, Continental",900,Delivery,Banashankari
360,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery,Banashankari
361,Yes,No,3.5,80,Banashankari,Quick Bites,"Tibetan, Momos",250,Delivery,Banashankari
362,Yes,No,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,Delivery,Banashankari
363,Yes,No,3.9,84,Jayanagar,Sweet Shop,"Mithai, Street Food",400,Delivery,Banashankari
364,Yes,No,3.5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,Delivery,Banashankari
365,Yes,No,3.5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,Delivery,Banashankari
366,Yes,No,3.8,61,Basavanagudi,Quick Bites,Juices,100,Delivery,Banashankari
367,Yes,No,3.7,128,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,Delivery,Banashankari
368,Yes,No,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
369,Yes,No,4.1,449,Basavanagudi,Quick Bites,Street Food,100,Delivery,Banashankari
370,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150,Delivery,Banashankari
371,Yes,No,3.7,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery,Banashankari
372,Yes,No,3.0,213,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery,Banashankari
373,Yes,No,3.2,208,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery,Banashankari
374,Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100,Delivery,Banashankari
375,Yes,No,4.0,219,Basavanagudi,Cafe,"Cafe, Italian",600,Delivery,Banashankari
376,Yes,No,3.7,59,Banashankari,Quick Bites,"North Indian, Street Food",200,Delivery,Banashankari
377,Yes,No,3.1,10,Banashankari,Quick Bites,"Fast Food, Burger",500,Delivery,Banashankari
378,Yes,No,3.0,9,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",400,Delivery,Banashankari
379,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,Delivery,Banashankari
380,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,South Indian,100,Delivery,Banashankari
381,Yes,No,3.3,4,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,Delivery,Banashankari
382,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Banashankari
383,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Banashankari
384,Yes,No,3.4,8,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250,Delivery,Banashankari
385,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery,Banashankari
386,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery,Banashankari
387,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200,Delivery,Banashankari
388,Yes,No,3.1,4,Banashankari,Delivery,North Indian,350,Delivery,Banashankari
389,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500,Delivery,Banashankari
390,Yes,No,3.4,12,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,Delivery,Banashankari
391,Yes,No,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery,Banashankari
392,Yes,No,3.7,0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery,Banashankari
393,Yes,No,2.8,5,City Market,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199,Delivery,Banashankari
394,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800,Delivery,Banashankari
395,Yes,No,3.5,15,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,Delivery,Banashankari
396,Yes,No,3.4,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,Delivery,Banashankari
397,Yes,No,3.6,17,Basavanagudi,Quick Bites,"Chinese, Fast Food",300,Delivery,Banashankari
398,Yes,No,3.3,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery,Banashankari
399,Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100,Delivery,Banashankari
400,Yes,Yes,4.1,775,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery,Banashankari
401,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,"North Indian, South Indian",1000,Delivery,Banashankari
402,Yes,Yes,4.2,150,Banashankari,Cafe,"Cafe, Italian, Continental",600,Delivery,Banashankari
403,Yes,No,4.0,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750,Delivery,Banashankari
404,Yes,No,3.9,38,Basavanagudi,Quick Bites,Chinese,200,Delivery,Banashankari
405,Yes,Yes,3.5,431,Jayanagar,Casual Dining,North Indian,800,Delivery,Banashankari
406,Yes,Yes,4.2,2115,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery,Banashankari
407,Yes,No,3.4,30,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza",200,Delivery,Banashankari
408,Yes,No,4.2,150,Jayanagar,Casual Dining,North Indian,800,Delivery,Banashankari
409,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",200,Delivery,Banashankari
410,Yes,No,3.8,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery,Banashankari
411,Yes,No,3.7,33,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Banashankari
412,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000,Delivery,Banashankari
413,Yes,No,3.9,240,Basavanagudi,Cafe,Cafe,700,Delivery,Banashankari
414,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Delivery,Banashankari
415,Yes,No,4.0,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery,Banashankari
416,Yes,Yes,4.1,970,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500,Delivery,Banashankari
417,Yes,No,3.3,128,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
418,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
419,Yes,No,3.4,22,Banashankari,Quick Bites,South Indian,200,Delivery,Banashankari
420,Yes,No,4.3,734,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
421,Yes,No,3.8,130,Jayanagar,Quick Bites,"North Indian, Biryani",400,Delivery,Banashankari
422,Yes,No,4.2,261,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,Delivery,Banashankari
423,Yes,No,4.0,191,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery,Banashankari
424,Yes,No,4.1,364,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Delivery,Banashankari
425,Yes,No,3.8,133,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300,Delivery,Banashankari
426,Yes,No,3.9,888,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery,Banashankari
427,Yes,No,3.1,13,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400,Delivery,Banashankari
428,Yes,No,3.9,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery,Banashankari
429,Yes,Yes,4.2,164,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,Delivery,Banashankari
430,Yes,No,3.2,6,Banashankari,Delivery,"Tea, Beverages",200,Delivery,Banashankari
431,Yes,No,3.8,527,Basavanagudi,Casual Dining,North Indian,500,Delivery,Banashankari
432,No,No,4.3,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Banashankari
433,No,No,4.4,356,Banashankari,Sweet Shop,Mithai,150,Desserts,Banashankari
434,Yes,No,3.7,17,Banashankari,Dessert Parlor,"Desserts, Beverages",400,Desserts,Banashankari
435,Yes,No,3.9,38,Banashankari,Dessert Parlor,Ice Cream,150,Desserts,Banashankari
436,No,No,3.7,78,Banashankari,"Bakery, Dessert Parlor",Bakery,150,Desserts,Banashankari
437,No,No,3.8,60,Banashankari,Dessert Parlor,Bakery,400,Desserts,Banashankari
438,Yes,No,4.0,115,Banashankari,Sweet Shop,"Mithai, Street Food",400,Desserts,Banashankari
439,No,No,3.8,39,Banashankari,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
440,Yes,No,3.9,116,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Desserts,Banashankari
441,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Desserts,Banashankari
442,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Desserts,Banashankari
443,Yes,No,3.9,41,Banashankari,Dessert Parlor,Desserts,300,Desserts,Banashankari
444,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Desserts,Banashankari
445,No,No,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor","Juices, Desserts",150,Desserts,Banashankari
446,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,Banashankari
447,No,No,3.5,14,Banashankari,Sweet Shop,"Mithai, Street Food",200,Desserts,Banashankari
448,No,No,4.0,66,Banashankari,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
449,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Desserts,Banashankari
450,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts,Banashankari
451,No,No,3.5,7,Banashankari,Dessert Parlor,Desserts,500,Desserts,Banashankari
452,No,No,3.2,9,Banashankari,Dessert Parlor,Ice Cream,300,Desserts,Banashankari
453,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,Desserts,Banashankari
454,No,No,3.8,64,Banashankari,Quick Bites,"Fast Food, Bakery",250,Desserts,Banashankari
455,Yes,No,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350,Desserts,Banashankari
456,No,No,3.8,45,Banashankari,"Takeaway, Delivery",Bakery,400,Desserts,Banashankari
457,No,No,3.2,11,Banashankari,Cafe,"Cafe, Bakery",600,Desserts,Banashankari
458,No,No,3.5,13,Banashankari,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
459,No,No,3.4,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,Desserts,Banashankari
